24   0   445430   408023   482836  8.3  7.6  9.0   135285   115956   154614 10.1  8.6 11.5    96049    80093   112005  9.8  8.2 11.5  53866  51780  55952   33993   23521   44464  9.6  6.7 12.6 Maryland                                      MD est02_MD.dat 29OCT2004
24   1     9418     7193    11642 13.9 10.6 17.2     2398     1736     3060 17.1 12.4 21.8     1739     1195     2283 16.7 11.5 21.9  31357  29216  33655                                        Allegany County                               MD est02_MD.dat 29OCT2004
24   3    27414    21241    33587  5.6  4.3  6.8     7823     5735     9911  6.4  4.7  8.1     5368     3748     6988  6.1  4.2  7.9  63160  59284  67290                                        Anne Arundel County                           MD est02_MD.dat 29OCT2004
24   5    54462    42367    66558  7.1  5.6  8.7    15396    11324    19468  8.8  6.5 11.2    10564     7403    13725  8.3  5.8 10.7  49062  46156  52150                                        Baltimore County                              MD est02_MD.dat 29OCT2004
24   9     4084     3118     5049  4.9  3.7  6.0     1336      968     1704  6.0  4.4  7.7      956      660     1252  5.6  3.9  7.4  69301  64622  74319                                        Calvert County                                MD est02_MD.dat 29OCT2004
24  11     3169     2420     3917 10.4  8.0 12.9     1030      746     1314 13.5  9.8 17.2      799      549     1049 14.0  9.6 18.4  38142  35616  40846                                        Caroline County                               MD est02_MD.dat 29OCT2004
24  13     7199     5510     8887  4.5  3.4  5.6     1892     1369     2415  4.6  3.3  5.9     1295      891     1699  4.1  2.8  5.4  64492  60170  69126                                        Carroll County                                MD est02_MD.dat 29OCT2004
24  15     6670     5130     8211  7.3  5.6  9.0     2327     1698     2955  9.9  7.2 12.5     1662     1152     2172  9.5  6.6 12.4  51293  47945  54874                                        Cecil County                                  MD est02_MD.dat 29OCT2004
24  17     7790     5959     9621  5.9  4.5  7.3     2693     1957     3428  7.5  5.5  9.6     1900     1314     2486  7.2  5.0  9.4  63967  59732  68502                                        Charles County                                MD est02_MD.dat 29OCT2004
24  19     4048     3088     5007 13.5 10.3 16.7     1266      914     1617 19.0 13.7 24.3      966      663     1269 19.5 13.4 25.6  33448  31230  35824                                        Dorchester County                             MD est02_MD.dat 29OCT2004
24  21     9875     7589    12161  4.7  3.6  5.8     2931     2132     3730  5.3  3.9  6.8     1890     1308     2472  4.7  3.2  6.1  65209  60954  69762                                        Frederick County                              MD est02_MD.dat 29OCT2004
24  23     3632     2772     4492 12.3  9.4 15.3     1101      797     1404 16.2 11.8 20.7      842      579     1105 16.5 11.4 21.7  33499  31277  35878                                        Garrett County                                MD est02_MD.dat 29OCT2004
24  25    12631     9713    15548  5.5  4.2  6.7     4045     2952     5138  6.7  4.9  8.5     2773     1924     3622  6.2  4.3  8.0  61054  57121  65257                                        Harford County                                MD est02_MD.dat 29OCT2004
24  27    10114     7767    12462  3.9  3.0  4.8     2902     2087     3718  4.1  3.0  5.3     1970     1343     2597  3.8  2.6  5.0  79725  74469  85351                                        Howard County                                 MD est02_MD.dat 29OCT2004
24  29     1891     1438     2345 10.3  7.8 12.7      481      345      616 13.0  9.3 16.7      367      251      483 13.0  8.9 17.1  40412  37736  43278                                        Kent County                                   MD est02_MD.dat 29OCT2004
24  31    50651    39291    62012  5.6  4.3  6.8    15200    11151    19249  6.7  4.9  8.5    10523     7360    13686  6.5  4.5  8.4  75833  71362  80583                                        Montgomery County                             MD est02_MD.dat 29OCT2004
24  33    67904    52939    82868  8.3  6.4 10.1    21878    16092    27663 10.1  7.4 12.8    15351    10770    19932 10.0  7.0 12.9  52517  49489  55730                                        Prince George's County                        MD est02_MD.dat 29OCT2004
24  35     2452     1879     3025  5.6  4.3  6.9      683      492      873  6.6  4.7  8.4      501      342      660  6.4  4.4  8.5  59854  55909  64077                                        Queen Anne's County                           MD est02_MD.dat 29OCT2004
24  37     6325     4842     7808  7.0  5.4  8.7     2219     1616     2822  9.1  6.7 11.6     1579     1093     2065  8.9  6.2 11.6  57028  53259  61064                                        St. Mary's County                             MD est02_MD.dat 29OCT2004
24  39     4578     3389     5767 22.7 16.8 28.6     1032      742     1321 23.3 16.7 29.8      799      546     1052 25.0 17.1 32.9  28309  26346  30419                                        Somerset County                               MD est02_MD.dat 29OCT2004
24  41     2686     2049     3323  7.9  6.0  9.7      712      515      909 10.1  7.3 12.9      521      357      685  9.9  6.8 13.0  46637  43518  49978                                        Talbot County                                 MD est02_MD.dat 29OCT2004
24  43    11889     9204    14574  9.3  7.2 11.4     3659     2685     4632 12.1  8.9 15.3     2566     1790     3342 11.7  8.1 15.2  42429  39753  45285                                        Washington County                             MD est02_MD.dat 29OCT2004
24  45    10153     7783    12524 12.0  9.2 14.8     3282     2385     4179 16.2 11.7 20.6     2464     1700     3228 16.8 11.6 22.0  38261  35736  40964                                        Wicomico County                               MD est02_MD.dat 29OCT2004
24  47     4620     3578     5662  9.4  7.3 11.6     1339      982     1696 13.9 10.2 17.6     1023      715     1331 14.4 10.1 18.8  40565  38017  43283                                        Worcester County                              MD est02_MD.dat 29OCT2004
24 510   121775    94021   149529 20.2 15.6 24.7    37663    27489    47838 24.9 18.2 31.7    27631    19232    36030 25.9 18.0 33.8  28164  26417  30026                                        Baltimore city                                MD est02_MD.dat 29OCT2004
