24   0   416005   382583   449427  7.9  7.3  8.5   144004   126033   161975 10.7  9.4 12.1    91250    75852   106648  9.4  7.8 11.0  52740  50619  54861   44451   35483   53420 12.5 10.0 15.0 Maryland                                      MD est00_MD.dat 06OCT2003
24   1     9445     7348    11541 13.8 10.7 16.9     2682     2024     3340 18.2 13.8 22.7     1676     1190     2162 15.6 11.1 20.1  31469  29169  33952                                        Allegany County                               MD est00_MD.dat 06OCT2003
24   3    25153    19774    30533  5.2  4.1  6.3     8793     6692    10893  7.2  5.4  8.9     5540     3978     7102  6.3  4.5  8.1  61233  57208  65541                                        Anne Arundel County                           MD est00_MD.dat 06OCT2003
24   5    49994    39473    60515  6.7  5.3  8.1    15735    12011    19460  9.0  6.8 11.1     9695     6983    12407  7.6  5.4  9.7  48733  45623  52054                                        Baltimore County                              MD est00_MD.dat 06OCT2003
24   9     3969     3067     4872  5.1  4.0  6.3     1475     1107     1843  6.7  5.0  8.3      962      683     1241  5.7  4.1  7.4  66487  61730  71612                                        Calvert County                                MD est00_MD.dat 06OCT2003
24  11     3067     2379     3756 10.4  8.0 12.7     1236      928     1544 15.9 12.0 19.9      846      598     1094 14.6 10.3 18.8  38603  35823  41598                                        Caroline County                               MD est00_MD.dat 06OCT2003
24  13     6461     5025     7897  4.3  3.3  5.2     2149     1610     2687  5.2  3.9  6.5     1350      954     1746  4.4  3.1  5.6  61723  57329  66453                                        Carroll County                                MD est00_MD.dat 06OCT2003
24  15     6228     4873     7583  7.1  5.6  8.7     2571     1947     3194 10.9  8.3 13.6     1632     1163     2101  9.4  6.7 12.1  50628  47046  54484                                        Cecil County                                  MD est00_MD.dat 06OCT2003
24  17     7500     5833     9167  6.1  4.7  7.4     2841     2145     3537  8.1  6.1 10.1     1866     1330     2402  7.2  5.2  9.3  61137  56769  65841                                        Charles County                                MD est00_MD.dat 06OCT2003
24  19     4023     3126     4919 13.4 10.4 16.4     1365     1029     1701 19.9 15.0 24.8      914      649     1179 17.8 12.7 23.0  33944  31496  36582                                        Dorchester County                             MD est00_MD.dat 06OCT2003
24  21     9315     7269    11360  4.7  3.7  5.7     3103     2332     3874  5.7  4.3  7.1     1920     1359     2481  4.9  3.4  6.3  61887  57578  66519                                        Frederick County                              MD est00_MD.dat 06OCT2003
24  23     3877     3013     4741 13.3 10.3 16.3     1354     1021     1688 19.2 14.5 24.0      909      646     1172 17.3 12.3 22.3  33203  30819  35771                                        Garrett County                                MD est00_MD.dat 06OCT2003
24  25    11491     8983    13999  5.2  4.1  6.3     4056     3076     5035  6.7  5.1  8.3     2515     1798     3232  5.7  4.1  7.3  59083  55002  63467                                        Harford County                                MD est00_MD.dat 06OCT2003
24  27     9546     7450    11643  3.8  2.9  4.6     3083     2320     3846  4.4  3.3  5.5     2088     1472     2704  4.1  2.9  5.3  77495  72077  83321                                        Howard County                                 MD est00_MD.dat 06OCT2003
24  29     1896     1464     2328 10.3  8.0 12.7      601      447      755 15.5 11.6 19.5      398      280      516 13.6  9.6 17.6  40411  37516  43530                                        Kent County                                   MD est00_MD.dat 06OCT2003
24  31    45036    35475    54597  5.1  4.0  6.1    15497    11803    19191  6.9  5.3  8.6     9780     7031    12529  6.1  4.4  7.9  74652  69999  79614                                        Montgomery County                             MD est00_MD.dat 06OCT2003
24  33    59566    47019    72113  7.4  5.9  9.0    22650    17220    28080 10.6  8.1 13.2    14133    10144    18122  9.3  6.7 11.9  54176  50784  57794                                        Prince George's County                        MD est00_MD.dat 06OCT2003
24  35     2458     1918     2998  6.0  4.7  7.3      886      666     1105  8.7  6.5 10.9      591      419      763  7.9  5.6 10.2  57890  53792  62300                                        Queen Anne's County                           MD est00_MD.dat 06OCT2003
24  37     6281     4905     7658  7.4  5.8  9.0     2465     1869     3060 10.4  7.9 12.9     1568     1121     2015  9.1  6.5 11.7  55615  51657  59876                                        St. Mary's County                             MD est00_MD.dat 06OCT2003
24  39     4144     3125     5163 20.8 15.7 25.9     1133      845     1420 25.3 18.9 31.8      739      521      957 22.8 16.1 29.5  29618  27404  32012                                        Somerset County                               MD est00_MD.dat 06OCT2003
24  41     2706     2100     3313  8.1  6.3  9.9      824      621     1027 11.4  8.6 14.2      542      384      700 10.1  7.2 13.1  45162  41928  48645                                        Talbot County                                 MD est00_MD.dat 06OCT2003
24  43    11034     8681    13387  8.9  7.0 10.8     3885     2966     4804 12.9  9.8 15.9     2355     1695     3015 10.8  7.8 13.9  41499  38695  44507                                        Washington County                             MD est00_MD.dat 06OCT2003
24  45     9597     7491    11704 11.6  9.1 14.2     3501     2658     4345 17.0 12.9 21.2     2281     1631     2931 15.4 11.0 19.8  38665  35889  41656                                        Wicomico County                               MD est00_MD.dat 06OCT2003
24  47     4373     3435     5312  9.3  7.3 11.3     1550     1178     1923 16.2 12.3 20.1     1044      747     1341 14.7 10.6 18.9  40323  37613  43229                                        Worcester County                              MD est00_MD.dat 06OCT2003
24 510   118844    93161   144527 19.1 15.0 23.3    40572    30687    50456 26.2 19.8 32.5    25906    18501    33311 23.3 16.7 30.0  29460  27531  31523                                        Baltimore city                                MD est00_MD.dat 06OCT2003
